merchant_id,merchant_name,category,city,region,mcc_code,risk_score,avg_transaction_uzs,is_online,years_registered
M00324,Mehr Bozor,Utilities,Nukus,Karakalpakstan,4786,17.7,101199,0,1
M00325,Mehr Shop,ATM,Guliston,Sirdaryo,3350,44.3,84968,0,3
M00326,Baxt Market,ATM,Samarkand,Samarkand,5150,33.1,30583,1,0
M00327,Zafar Trade,Telecom,Guliston,Sirdaryo,5371,16.8,39128,0,0
M00328,Nur Service,Utilities,Jizzakh,Jizzakh,8620,48.2,114636,1,9
M00329,Shams Plus,Utilities,Samarkand,Samarkand,3017,11.8,115304,1,6
M00330,Kumush Market,Fuel,Fergana,Fergana,7212,37.6,238779,0,9
M00331,Baraka Store,Telecom,Bukhara,Bukhara,4248,20.5,82060,0,8
M00332,Mehr Store,Telecom,Bukhara,Bukhara,9441,6.2,50812,0,3
M00333,Mehr Plus,Electronics,Fergana,Fergana,9729,38.6,93553,0,9
M00334,Kumush Plus,Online Shopping,Andijan,Andijan,1695,19.9,20641,0,0
M00335,Nur Market,Cash,Namangan,Namangan,4534,38.0,138215,0,6
M00336,Zafar Center,Pharmacy,Jizzakh,Jizzakh,7978,19.2,189697,1,0
M00337,Zafar Shop,Fuel,Termez,Surxondaryo,2102,36.8,345134,1,6
M00338,Fayz Bozor,Online Shopping,Namangan,Namangan,3171,29.1,149648,0,6
M00339,Nur Store,Cash,Urgench,Xorazm,5761,14.1,48648,0,5
M00340,Baxt Express,Grocery,Jizzakh,Jizzakh,5645,6.8,68963,1,3
M00341,Kumush Bozor,Cash,Nukus,Karakalpakstan,7425,8.0,103529,0,7
M00342,Baxt Plus,Online Shopping,Qarshi,Qashqadaryo,9213,30.3,68317,1,6
M00343,Zafar Express,Fuel,Guliston,Sirdaryo,3979,50.7,46899,0,5
M00344,Zafar Trade,Clothing,Andijan,Andijan,4301,14.6,73776,0,4
M00345,Fayz Service,Restaurant,Samarkand,Samarkand,5157,6.7,260185,0,2
M00346,Yulduz Bozor,Telecom,Tashkent,Tashkent City,8802,26.2,161574,1,4
M00347,Kumush Center,Electronics,Bukhara,Bukhara,8336,15.5,237224,0,3
M00348,Baraka Express,Transport,Tashkent,Tashkent City,1972,35.4,63810,1,6
M00349,Baxt Service,Transport,Termez,Surxondaryo,3781,45.7,359239,0,7
M00350,Zafar Service,Utilities,Guliston,Sirdaryo,9053,38.4,158204,0,8
M00351,Yulduz Bozor,Pharmacy,Fergana,Fergana,8815,20.5,165525,0,8
M00352,Fayz Trade,Transport,Guliston,Sirdaryo,7449,5.5,114598,0,4
M00353,Zafar Trade,ATM,Qarshi,Qashqadaryo,7930,10.5,16549,0,6
M00354,Baraka Service,Pharmacy,Guliston,Sirdaryo,3519,19.8,361097,1,9
M00355,Mehr Store,Cash,Fergana,Fergana,7827,13.5,152977,0,7
M00356,Baraka Express,Pharmacy,Andijan,Andijan,6489,18.2,53036,0,1
M00357,Yulduz Center,Pharmacy,Jizzakh,Jizzakh,8895,33.3,628382,0,0
M00358,Yulduz Plus,Transport,Urgench,Xorazm,1968,27.3,121632,0,6
M00359,Shams Store,Grocery,Andijan,Andijan,6532,6.6,88970,0,9
M00360,Baxt Market,Telecom,Nukus,Karakalpakstan,6584,20.4,54877,1,7
M00361,Mehr Center,Cash,Tashkent,Tashkent City,4961,40.5,72376,0,1
M00362,Yulduz Market,Transport,Andijan,Andijan,3989,14.1,33102,0,0
M00363,Fayz Express,Pharmacy,Termez,Surxondaryo,8773,4.0,83835,0,2
M00364,Nur Market,Pharmacy,Namangan,Namangan,9819,3.3,108250,0,7
M00365,Kumush Bozor,Telecom,Fergana,Fergana,6342,12.4,186692,1,2
M00366,Baxt Bozor,Restaurant,Urgench,Xorazm,7612,32.4,27946,1,3
M00367,Nur Trade,Transport,Qarshi,Qashqadaryo,3772,6.4,62953,0,2
M00368,Nur Market,Restaurant,Namangan,Namangan,2354,9.3,44620,0,7
M00369,Yulduz Trade,Utilities,Bukhara,Bukhara,3014,9.8,247130,0,1
M00370,Fayz Express,Restaurant,Qarshi,Qashqadaryo,2769,5.9,205490,0,3
M00371,Mehr Service,Pharmacy,Urgench,Xorazm,4242,30.2,26002,0,0
M00372,Nur Market,Cash,Jizzakh,Jizzakh,8997,18.3,96108,0,2
M00373,Zafar Express,Grocery,Tashkent,Tashkent City,7784,20.8,367291,0,9
M00374,Oltin Shop,Grocery,Namangan,Namangan,5121,13.1,216218,0,1
M00375,Oltin Market,Transport,Bukhara,Bukhara,2922,29.8,90826,1,4
M00376,Oltin Bozor,Online Shopping,Qarshi,Qashqadaryo,9638,5.4,168778,0,2
M00377,Mehr Shop,Pharmacy,Tashkent,Tashkent City,7026,32.4,226877,0,1
M00378,Nur Shop,Fuel,Bukhara,Bukhara,9513,18.7,491503,0,2
M00379,Kumush Trade,Telecom,Termez,Surxondaryo,4827,21.8,84745,0,4
M00380,Mehr Plus,Online Shopping,Termez,Surxondaryo,6101,27.2,356418,0,0
M00381,Oltin Bozor,Electronics,Urgench,Xorazm,2450,10.7,77258,0,5
M00382,Baraka Shop,Restaurant,Tashkent,Tashkent City,2847,37.1,74297,1,4
M00383,Mehr Express,Grocery,Fergana,Fergana,6786,22.1,103593,1,7
M00384,Yulduz Plus,Cash,Termez,Surxondaryo,6539,26.9,136338,1,6
M00385,Baraka Bozor,Restaurant,Bukhara,Bukhara,9792,17.1,219391,1,5
M00386,Baxt Center,Transport,Termez,Surxondaryo,9882,44.8,111088,0,4
M00387,Baxt Trade,Telecom,Tashkent,Tashkent City,1284,37.6,79842,0,6
M00388,Baxt Center,Telecom,Jizzakh,Jizzakh,8867,43.6,60433,1,6
M00389,Baxt Shop,Transport,Namangan,Namangan,6722,23.0,192849,1,1
M00390,Mehr Center,Fuel,Jizzakh,Jizzakh,3127,23.0,123791,0,3
M00391,Zafar Service,Restaurant,Andijan,Andijan,2381,26.2,151975,1,8
M00392,Yulduz Express,Telecom,Urgench,Xorazm,9087,14.5,164556,0,6
M00393,Baraka Service,Pharmacy,Nukus,Karakalpakstan,1270,13.4,366186,1,8
M00394,Nur Express,Telecom,Bukhara,Bukhara,5748,17.3,293779,0,1
M00395,Baxt Service,Transport,Urgench,Xorazm,2757,22.3,218367,0,0
M00396,Fayz Service,Cash,Termez,Surxondaryo,9700,12.6,106282,1,7
M00397,Mehr Bozor,Pharmacy,Guliston,Sirdaryo,2294,34.7,43120,0,3
M00398,Baxt Shop,Online Shopping,Namangan,Namangan,7096,18.1,81705,1,4
M00399,Baxt Store,Online Shopping,Urgench,Xorazm,3454,10.1,111536,0,8
M00400,Kumush Shop,Electronics,Andijan,Andijan,3657,27.7,69457,0,1
M00401,Baxt Bozor,Cash,Andijan,Andijan,6593,33.2,188551,0,2
M00402,Mehr Trade,ATM,Bukhara,Bukhara,3557,4.9,126616,1,2
M00403,Zafar Market,Electronics,Tashkent,Tashkent City,9010,24.6,58486,0,0
M00404,Oltin Service,Clothing,Fergana,Fergana,5418,8.8,356178,0,9
M00405,Baxt Shop,Utilities,Guliston,Sirdaryo,1679,18.6,170857,0,0
M00406,Kumush Service,Online Shopping,Qarshi,Qashqadaryo,5593,7.1,130097,0,7
M00407,Yulduz Shop,Fuel,Termez,Surxondaryo,3155,36.6,286558,1,1
M00408,Yulduz Plus,Fuel,Termez,Surxondaryo,9229,10.5,63924,0,3
M00409,Yulduz Trade,Telecom,Namangan,Namangan,1194,37.1,72925,0,2
M00410,Baxt Shop,Online Shopping,Guliston,Sirdaryo,2098,27.8,90047,1,0
M00411,Fayz Trade,ATM,Guliston,Sirdaryo,5469,6.5,182538,0,7
M00412,Zafar Plus,Clothing,Urgench,Xorazm,3518,33.7,156264,1,1
M00413,Yulduz Market,ATM,Samarkand,Samarkand,4259,5.4,1465436,0,0
M00414,Kumush Market,Utilities,Tashkent,Tashkent City,2976,28.0,55258,1,3
M00415,Fayz Bozor,Pharmacy,Andijan,Andijan,9199,22.5,128637,1,5
M00416,Baxt Plus,Utilities,Guliston,Sirdaryo,1006,6.3,97029,1,1
M00417,Baraka Service,Utilities,Nukus,Karakalpakstan,2135,7.1,170974,0,9
M00418,Baraka Market,ATM,Jizzakh,Jizzakh,9578,28.7,240238,0,2
M00419,Shams Plus,Pharmacy,Namangan,Namangan,5434,6.2,144594,0,9
M00420,Oltin Express,Telecom,Termez,Surxondaryo,9439,19.7,161170,0,2
M00421,Yulduz Store,Transport,Samarkand,Samarkand,8506,10.9,90019,0,6
M00422,Kumush Plus,Electronics,Nukus,Karakalpakstan,3734,23.9,443578,0,1
M00423,Kumush Trade,Telecom,Samarkand,Samarkand,7514,3.5,82291,0,3
M00424,Yulduz Express,Telecom,Tashkent,Tashkent City,2322,6.8,9795,0,8
M00425,Zafar Express,Telecom,Qarshi,Qashqadaryo,6514,10.7,74362,1,3
M00426,Fayz Bozor,Clothing,Bukhara,Bukhara,4113,29.6,807272,1,2
M00427,Baxt Store,Grocery,Guliston,Sirdaryo,7161,18.1,46584,0,5
M00428,Fayz Service,Telecom,Guliston,Sirdaryo,2305,29.2,176396,0,3
M00429,Nur Center,ATM,Guliston,Sirdaryo,8532,56.9,63360,1,8
M00430,Baxt Shop,Online Shopping,Termez,Surxondaryo,3421,14.6,174152,0,2
M00431,Yulduz Plus,Electronics,Nukus,Karakalpakstan,5179,14.9,290727,0,2
M00432,Nur Store,Transport,Bukhara,Bukhara,8561,50.9,83186,0,3
M00433,Mehr Shop,Restaurant,Urgench,Xorazm,5316,34.5,334068,0,1
M00434,Nur Shop,Transport,Termez,Surxondaryo,5775,5.3,285420,0,5
M00435,Baraka Plus,Clothing,Bukhara,Bukhara,2063,26.7,154876,0,1
M00436,Baraka Bozor,Telecom,Bukhara,Bukhara,7406,23.9,113261,1,2
M00437,Baxt Shop,Grocery,Termez,Surxondaryo,9723,29.3,100408,0,4
M00438,Baraka Trade,Pharmacy,Termez,Surxondaryo,7619,2.6,62576,0,2
M00439,Fayz Center,Grocery,Nukus,Karakalpakstan,9238,29.5,48841,1,3
M00440,Mehr Trade,Utilities,Samarkand,Samarkand,9877,19.8,191522,1,2
M00441,Oltin Store,Clothing,Qarshi,Qashqadaryo,7022,18.3,158062,0,9
M00442,Shams Service,Cash,Samarkand,Samarkand,8773,6.0,167334,1,5
M00443,Shams Service,Pharmacy,Tashkent,Tashkent City,5670,8.8,269075,0,4
M00444,Fayz Service,Restaurant,Guliston,Sirdaryo,4173,5.7,117782,0,2
M00445,Kumush Bozor,ATM,Urgench,Xorazm,6177,28.1,349627,0,6
M00446,Kumush Trade,Pharmacy,Termez,Surxondaryo,8687,6.7,32572,0,5
M00447,Baxt Center,Clothing,Fergana,Fergana,2571,22.3,505174,1,8
M00448,Fayz Bozor,Online Shopping,Termez,Surxondaryo,6622,19.9,117038,1,0
M00449,Baraka Plus,Utilities,Fergana,Fergana,7223,14.4,68293,1,8
M00450,Oltin Store,Online Shopping,Guliston,Sirdaryo,7399,17.0,109686,1,7
M00451,Zafar Store,Transport,Bukhara,Bukhara,7559,5.1,425356,0,1
M00452,Nur Market,Cash,Nukus,Karakalpakstan,6879,3.2,70724,0,5
M00453,Fayz Center,Pharmacy,Andijan,Andijan,6522,13.4,129865,0,7
M00454,Fayz Market,Pharmacy,Andijan,Andijan,9357,20.3,52435,0,6
M00455,Shams Express,Grocery,Tashkent,Tashkent City,1061,27.8,165491,0,6
M00456,Mehr Plus,Telecom,Jizzakh,Jizzakh,5070,14.8,326902,1,1
M00457,Oltin Bozor,ATM,Andijan,Andijan,1678,16.5,150986,0,4
M00458,Mehr Center,Electronics,Fergana,Fergana,8933,3.1,89831,0,8
M00459,Nur Trade,Transport,Namangan,Namangan,2301,21.1,86505,1,8
M00460,Baraka Shop,Utilities,Samarkand,Samarkand,7934,12.4,131297,1,1
M00461,Baraka Center,Fuel,Urgench,Xorazm,7412,46.9,185991,1,3
M00462,Oltin Center,Grocery,Nukus,Karakalpakstan,3909,16.5,240581,0,8
M00463,Zafar Bozor,Electronics,Samarkand,Samarkand,4838,46.8,52194,1,0
M00464,Shams Market,Grocery,Qarshi,Qashqadaryo,2839,12.6,81434,0,5
M00465,Kumush Store,Online Shopping,Samarkand,Samarkand,8301,22.0,382227,1,0
M00466,Baraka Center,Electronics,Jizzakh,Jizzakh,7357,5.9,178728,0,9
M00467,Nur Service,Utilities,Urgench,Xorazm,9674,9.9,135035,0,6
M00468,Nur Service,Utilities,Termez,Surxondaryo,6401,17.6,224587,0,8
M00469,Zafar Service,Online Shopping,Qarshi,Qashqadaryo,5649,35.5,18471,0,4
M00470,Zafar Center,Electronics,Guliston,Sirdaryo,9347,10.9,205624,0,0
M00471,Nur Express,Fuel,Qarshi,Qashqadaryo,3837,16.5,904625,0,7
M00472,Zafar Trade,Electronics,Tashkent,Tashkent City,8919,20.0,127463,0,9
M00473,Mehr Express,Grocery,Samarkand,Samarkand,6210,24.0,150074,0,8
M00474,Baxt Plus,Clothing,Termez,Surxondaryo,8071,19.3,92447,0,1
M00475,Baxt Market,Pharmacy,Qarshi,Qashqadaryo,3929,9.7,55889,1,6
M00476,Fayz Plus,Telecom,Andijan,Andijan,5400,34.3,80643,1,1
M00477,Shams Store,Telecom,Qarshi,Qashqadaryo,4537,1.0,245895,1,5
M00478,Yulduz Express,Utilities,Andijan,Andijan,7926,60.1,188783,1,3
M00479,Mehr Center,Telecom,Nukus,Karakalpakstan,1619,16.6,59769,0,1
M00480,Baxt Store,Utilities,Bukhara,Bukhara,9538,44.6,72365,1,5
M00481,Oltin Market,Telecom,Guliston,Sirdaryo,4008,19.3,73511,1,5
M00482,Kumush Trade,Fuel,Qarshi,Qashqadaryo,4604,38.1,137050,1,5
M00483,Yulduz Center,Online Shopping,Namangan,Namangan,9762,49.4,102391,0,5
M00484,Yulduz Express,Cash,Termez,Surxondaryo,1907,14.2,113516,0,3
M00485,Baxt Center,Telecom,Fergana,Fergana,7726,28.3,50813,0,6
M00486,Fayz Market,Transport,Namangan,Namangan,1879,30.0,439783,0,0
M00487,Shams Shop,Fuel,Samarkand,Samarkand,9419,12.0,152504,0,4
M00488,Fayz Center,Utilities,Termez,Surxondaryo,3536,30.7,78994,1,5
M00489,Fayz Store,Grocery,Andijan,Andijan,3825,23.1,63496,1,5
M00490,Fayz Express,Online Shopping,Namangan,Namangan,7846,51.0,88216,0,9
M00491,Oltin Plus,Pharmacy,Namangan,Namangan,2992,27.1,306220,0,7
M00492,Shams Express,Cash,Samarkand,Samarkand,1834,12.1,401261,0,7
M00493,Baxt Market,Fuel,Termez,Surxondaryo,1641,16.7,72268,1,8
M00494,Zafar Market,Pharmacy,Guliston,Sirdaryo,9225,48.3,84539,0,9
M00495,Kumush Trade,Clothing,Urgench,Xorazm,6024,7.8,31500,1,5
M00496,Mehr Market,Utilities,Bukhara,Bukhara,9595,19.2,33076,0,4
M00497,Nur Shop,Fuel,Jizzakh,Jizzakh,8296,2.0,133545,1,8
M00498,Nur Market,Clothing,Nukus,Karakalpakstan,4300,13.2,93314,0,8
M00499,Nur Service,Pharmacy,Bukhara,Bukhara,9786,2.2,90014,0,5
M00500,Mehr Store,Telecom,Nukus,Karakalpakstan,8206,7.1,80728,1,7
M00501,Baxt Store,Fuel,Qarshi,Qashqadaryo,2866,32.4,155129,0,3
M00502,Mehr Plus,Clothing,Qarshi,Qashqadaryo,2433,18.3,133133,0,2
M00503,Shams Service,Electronics,Fergana,Fergana,1635,11.4,275971,0,3
M00504,Nur Shop,Restaurant,Nukus,Karakalpakstan,1534,9.2,961594,0,6
M00505,Oltin Trade,Fuel,Fergana,Fergana,5005,16.1,50965,1,7
M00506,Mehr Bozor,Fuel,Termez,Surxondaryo,4805,18.7,44662,0,4
M00507,Fayz Plus,Transport,Bukhara,Bukhara,4569,32.2,437074,1,4
M00508,Kumush Service,Online Shopping,Namangan,Namangan,1554,38.0,114603,1,8
M00509,Yulduz Service,Online Shopping,Termez,Surxondaryo,6520,33.0,228897,0,7
M00510,Fayz Market,Grocery,Termez,Surxondaryo,1470,14.9,48911,0,4
M00511,Kumush Plus,Telecom,Qarshi,Qashqadaryo,6211,24.4,51402,1,5
M00512,Baraka Trade,Fuel,Urgench,Xorazm,2057,15.5,240196,1,6
M00513,Yulduz Express,Cash,Jizzakh,Jizzakh,6211,6.8,44121,1,0
M00514,Zafar Shop,Restaurant,Andijan,Andijan,3671,19.5,378574,1,4
M00515,Baxt Shop,Pharmacy,Qarshi,Qashqadaryo,9654,24.0,235778,0,4
M00516,Baraka Shop,Telecom,Jizzakh,Jizzakh,2317,6.1,69303,1,9
M00517,Fayz Express,Fuel,Termez,Surxondaryo,8282,36.0,417356,0,4
M00518,Shams Center,Grocery,Bukhara,Bukhara,6242,21.5,185496,1,0
M00519,Zafar Service,Utilities,Andijan,Andijan,5459,18.2,102262,0,7
M00520,Oltin Shop,Electronics,Qarshi,Qashqadaryo,8497,32.1,129493,0,8
M00521,Baxt Bozor,Pharmacy,Bukhara,Bukhara,2742,29.8,25576,0,7
M00522,Kumush Bozor,Online Shopping,Urgench,Xorazm,8722,30.7,41282,1,7
M00523,Mehr Bozor,Clothing,Guliston,Sirdaryo,8542,22.4,223182,1,1
M00524,Shams Store,Pharmacy,Fergana,Fergana,8884,48.6,143240,0,5
M00525,Yulduz Plus,Telecom,Qarshi,Qashqadaryo,1492,24.5,387619,1,6
M00526,Yulduz Express,Utilities,Termez,Surxondaryo,5919,28.5,164996,0,8
M00527,Oltin Trade,Restaurant,Nukus,Karakalpakstan,4301,26.5,46107,1,6
M00528,Baxt Store,Cash,Termez,Surxondaryo,3249,34.7,52573,0,5
M00529,Yulduz Plus,ATM,Guliston,Sirdaryo,3960,2.3,62433,0,8
M00530,Baxt Trade,Transport,Namangan,Namangan,6095,14.3,75291,0,3
M00531,Mehr Plus,Utilities,Namangan,Namangan,1311,1.3,135936,0,4
M00532,Nur Plus,Online Shopping,Nukus,Karakalpakstan,6695,30.0,310823,1,8
M00533,Baxt Shop,Cash,Termez,Surxondaryo,4094,19.3,198355,1,0
M00534,Fayz Market,Grocery,Urgench,Xorazm,7501,1.6,329528,1,7
M00535,Baraka Plus,Pharmacy,Bukhara,Bukhara,2858,29.6,165975,0,0
M00536,Oltin Express,Cash,Guliston,Sirdaryo,7402,9.9,85802,0,2
M00537,Kumush Plus,Electronics,Nukus,Karakalpakstan,6728,6.2,39589,0,4
M00538,Kumush Bozor,ATM,Nukus,Karakalpakstan,2736,59.9,198834,1,2
M00539,Nur Service,Restaurant,Andijan,Andijan,3628,3.8,111281,0,7
M00540,Shams Express,Grocery,Tashkent,Tashkent City,3319,25.0,226261,0,4
M00541,Baxt Plus,Transport,Urgench,Xorazm,9324,14.2,74026,0,9
M00542,Zafar Market,Cash,Nukus,Karakalpakstan,6849,0.9,443439,0,6
M00543,Oltin Bozor,Fuel,Nukus,Karakalpakstan,7596,12.5,445002,1,3
M00544,Yulduz Service,Utilities,Fergana,Fergana,1801,35.1,59728,0,0
M00545,Zafar Express,Electronics,Andijan,Andijan,2155,24.3,156140,1,6
M00546,Baraka Store,Cash,Samarkand,Samarkand,9991,8.5,34175,0,0
M00547,Mehr Trade,Grocery,Namangan,Namangan,8010,6.5,62258,0,7
M00548,Zafar Market,Online Shopping,Fergana,Fergana,8159,9.4,59658,1,0
M00549,Yulduz Center,Cash,Jizzakh,Jizzakh,9364,1.1,74036,1,0
M00550,Nur Service,Telecom,Nukus,Karakalpakstan,8590,27.1,96506,0,6
M00551,Kumush Express,ATM,Bukhara,Bukhara,1432,16.7,64423,0,5
M00552,Baraka Shop,Grocery,Namangan,Namangan,3754,12.7,135676,0,9
M00553,Shams Market,Online Shopping,Nukus,Karakalpakstan,4649,49.3,35274,0,0
M00554,Baraka Plus,Grocery,Jizzakh,Jizzakh,2353,20.6,265540,0,3
M00555,Oltin Service,Utilities,Nukus,Karakalpakstan,9044,39.8,51275,1,4
M00556,Zafar Market,Fuel,Namangan,Namangan,9398,31.6,105852,1,9
M00557,Zafar Center,Utilities,Nukus,Karakalpakstan,2434,42.1,85424,1,8
M00558,Mehr Trade,Telecom,Jizzakh,Jizzakh,7866,21.3,273293,1,9
M00559,Baraka Center,Fuel,Termez,Surxondaryo,8322,16.1,92284,0,7
M00560,Oltin Trade,Utilities,Termez,Surxondaryo,1259,2.3,385350,0,4
M00561,Oltin Center,Pharmacy,Jizzakh,Jizzakh,2125,12.3,159798,0,6
M00562,Mehr Market,Cash,Tashkent,Tashkent City,9524,2.0,56784,1,6
M00563,Zafar Shop,Pharmacy,Samarkand,Samarkand,3253,7.3,101189,1,9
M00564,Oltin Trade,Pharmacy,Bukhara,Bukhara,8212,15.0,115836,0,0
M00565,Mehr Express,Grocery,Termez,Surxondaryo,6935,3.4,215946,0,3
M00566,Zafar Express,Fuel,Bukhara,Bukhara,5854,17.4,137323,0,3
M00567,Kumush Service,Transport,Samarkand,Samarkand,1239,10.5,100490,0,4
M00568,Baxt Plus,Electronics,Nukus,Karakalpakstan,6155,29.2,65100,0,7
M00569,Kumush Bozor,Restaurant,Tashkent,Tashkent City,8052,7.3,175840,0,2
M00570,Fayz Shop,Fuel,Jizzakh,Jizzakh,3503,22.4,90463,0,3
M00571,Shams Trade,Telecom,Tashkent,Tashkent City,7061,29.7,67387,0,3
M00572,Zafar Bozor,Clothing,Samarkand,Samarkand,4628,21.4,52701,0,5
M00573,Baxt Store,Online Shopping,Jizzakh,Jizzakh,9528,37.1,272578,0,6
M00574,Baxt Market,Cash,Guliston,Sirdaryo,5538,23.7,36561,0,3
M00575,Nur Trade,Restaurant,Jizzakh,Jizzakh,1053,36.5,176207,0,6
M00576,Shams Bozor,Grocery,Nukus,Karakalpakstan,2432,19.0,122052,0,6
M00577,Oltin Express,Fuel,Namangan,Namangan,2750,10.3,77493,1,1
M00578,Baxt Service,Grocery,Guliston,Sirdaryo,4183,21.3,67616,0,0
M00579,Oltin Express,ATM,Qarshi,Qashqadaryo,4759,15.9,121766,0,8
M00580,Baxt Trade,Online Shopping,Tashkent,Tashkent City,5547,6.6,78062,0,7
M00581,Nur Store,Online Shopping,Samarkand,Samarkand,7449,42.6,75637,0,2
M00582,Nur Trade,Cash,Jizzakh,Jizzakh,7570,18.5,265774,0,4
M00583,Shams Plus,Utilities,Urgench,Xorazm,5392,9.7,106081,0,2
M00584,Baraka Center,Utilities,Tashkent,Tashkent City,5929,32.6,120718,0,0
M00585,Nur Center,Restaurant,Guliston,Sirdaryo,1985,32.7,63167,0,3
M00586,Nur Plus,ATM,Fergana,Fergana,8190,28.8,265942,1,2
M00587,Nur Market,Online Shopping,Guliston,Sirdaryo,1449,28.5,318845,0,3
M00588,Baxt Express,Restaurant,Guliston,Sirdaryo,9739,17.5,142924,0,9
M00589,Baxt Store,Restaurant,Qarshi,Qashqadaryo,4120,40.2,375902,0,6
M00590,Nur Store,Online Shopping,Tashkent,Tashkent City,5065,21.3,77670,0,5
M00591,Oltin Center,Pharmacy,Nukus,Karakalpakstan,2432,16.2,250366,0,6
M00592,Fayz Express,Electronics,Jizzakh,Jizzakh,3855,20.2,88589,1,4
M00593,Nur Center,Grocery,Andijan,Andijan,2588,7.6,81591,0,6
M00594,Kumush Shop,Clothing,Namangan,Namangan,4033,7.2,367348,1,5
M00595,Mehr Express,Electronics,Namangan,Namangan,3655,26.4,89772,0,5
M00596,Oltin Bozor,Electronics,Termez,Surxondaryo,7526,23.6,55856,0,9
M00597,Kumush Express,Cash,Samarkand,Samarkand,6242,13.1,28096,0,2
M00598,Nur Trade,Fuel,Nukus,Karakalpakstan,7762,36.5,120790,1,7
M00599,Oltin Shop,Online Shopping,Bukhara,Bukhara,8058,7.2,52801,1,2
M00600,Oltin Shop,Transport,Jizzakh,Jizzakh,8803,13.6,582455,0,1
M00601,Nur Service,Grocery,Fergana,Fergana,2874,12.9,482805,0,9
M00602,Mehr Bozor,Grocery,Namangan,Namangan,4203,17.3,10892,1,7
M00603,Nur Service,Utilities,Namangan,Namangan,4876,39.1,443923,0,1
M00604,Shams Plus,Telecom,Termez,Surxondaryo,4870,21.0,64201,1,8
M00605,Shams Service,Clothing,Termez,Surxondaryo,7509,29.2,326742,0,4
M00606,Yulduz Bozor,Pharmacy,Jizzakh,Jizzakh,1350,35.3,280057,1,3
M00607,Yulduz Trade,Electronics,Urgench,Xorazm,8736,64.3,350904,1,8
M00608,Fayz Store,Cash,Samarkand,Samarkand,6094,5.8,506169,0,6
M00609,Yulduz Trade,Fuel,Nukus,Karakalpakstan,2880,2.9,47525,0,5
M00610,Fayz Market,Fuel,Tashkent,Tashkent City,4025,29.8,51972,0,4
M00611,Baxt Shop,Pharmacy,Jizzakh,Jizzakh,8563,8.0,229327,1,9
M00612,Zafar Market,Restaurant,Urgench,Xorazm,6326,21.9,131288,0,3
M00613,Mehr Center,Electronics,Urgench,Xorazm,4914,17.4,206095,0,9
M00614,Nur Shop,Transport,Termez,Surxondaryo,9093,14.7,90700,1,4
M00615,Kumush Express,Cash,Tashkent,Tashkent City,6824,14.3,243610,0,8
M00616,Yulduz Store,Grocery,Termez,Surxondaryo,2385,12.2,42562,0,0
M00617,Nur Plus,Online Shopping,Urgench,Xorazm,5178,51.0,575890,0,4
M00618,Kumush Center,Fuel,Qarshi,Qashqadaryo,9845,13.9,864944,1,4
M00619,Baraka Store,ATM,Urgench,Xorazm,7705,5.5,28334,1,8
M00620,Kumush Service,Online Shopping,Qarshi,Qashqadaryo,6849,25.7,419211,0,1
M00621,Mehr Trade,Grocery,Andijan,Andijan,7487,2.8,29902,0,6
M00622,Yulduz Market,Online Shopping,Andijan,Andijan,4986,23.8,191145,0,9
M00623,Oltin Service,Grocery,Nukus,Karakalpakstan,5659,7.7,55923,0,8
M00624,Nur Center,Clothing,Namangan,Namangan,1698,29.0,173335,1,4
M00625,Oltin Store,Transport,Tashkent,Tashkent City,9582,17.5,44140,1,2
M00626,Yulduz Bozor,ATM,Nukus,Karakalpakstan,2444,3.7,166203,0,8
M00627,Nur Center,Transport,Namangan,Namangan,9131,26.3,103287,1,0
M00628,Zafar Market,Utilities,Fergana,Fergana,9167,32.6,97001,0,8
M00629,Shams Express,Online Shopping,Guliston,Sirdaryo,4041,20.2,159835,1,5
M00630,Baxt Center,Restaurant,Termez,Surxondaryo,9768,28.7,30611,0,2
M00631,Nur Market,Telecom,Guliston,Sirdaryo,2079,17.3,196954,0,4
M00632,Nur Shop,Restaurant,Urgench,Xorazm,1878,47.7,93398,1,2
M00633,Kumush Center,Grocery,Termez,Surxondaryo,2321,71.1,34747,1,5
M00634,Baraka Trade,ATM,Samarkand,Samarkand,9017,28.8,206665,1,2
M00635,Fayz Express,Online Shopping,Tashkent,Tashkent City,3330,21.7,72946,1,8
M00636,Nur Service,Grocery,Samarkand,Samarkand,9939,5.0,114990,1,8
M00637,Fayz Express,Utilities,Tashkent,Tashkent City,6885,0.4,155879,0,8
M00638,Zafar Service,ATM,Nukus,Karakalpakstan,3502,2.7,113581,1,4
M00639,Baxt Trade,Online Shopping,Qarshi,Qashqadaryo,2683,19.6,116906,0,0
M00640,Yulduz Plus,Pharmacy,Fergana,Fergana,7707,31.3,192208,0,0
M00641,Kumush Bozor,Utilities,Bukhara,Bukhara,6062,15.0,96261,1,1
M00642,Mehr Store,Cash,Nukus,Karakalpakstan,2272,40.7,271992,0,2
M00643,Baraka Plus,Pharmacy,Qarshi,Qashqadaryo,7744,6.6,300390,0,6
M00644,Baraka Market,Electronics,Namangan,Namangan,8912,11.6,75136,0,1
M00645,Fayz Shop,Restaurant,Samarkand,Samarkand,2864,23.6,76659,0,5
M00646,Zafar Center,Electronics,Samarkand,Samarkand,5746,10.6,197945,0,8
M00647,Baraka Center,ATM,Guliston,Sirdaryo,3767,26.8,458114,0,1
